newid,CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
5384,54,348828392,334457768,53.53968211,51.61828093
5385,53,353782731,339362126,52.51130423,50.41914368
5386,49,344507879,331372494,50.01178472,47.4893219
5387,45,327815309,315801420,46.33313995,43.4766149
5388,40,310096868,297813364,42.19702768,39.33702759
5389,37,294898528,280758166,38.83239914,36.20265593
5390,36,282415765,265678794,37.48431109,34.9963194
5391,37,270457091,251697198,38.73122316,36.05727656
5392,39,256623771,237529747,42.13789869,39.0226846
5393,44,241351514,224086114,46.50695102,43.04447423
5394,48,230015960,216370353,50.61735217,47.26048618
5395,53,231297786,221906563,53.9494712,51.2258336
5396,58,251208344,245202955,56.75189699,54.90875243
5397,63,286663500,282051118,59.29835751,58.1774333
5398,65,324289581,318919248,61.05630447,60.27753047
5399,65,346411710,338967433,60.74683935,59.95486007
5400,60,340383073,330837108,57.41578479,56.30468188
5401,52,305104464,294469409,51.52382766,49.67499544
5402,42,251049616,240718425,44.96345862,41.80203374
5403,33,194472674,185603655,39.91284869,34.95785835
5404,27,149737867,142977045,37.45856374,30.69150531
5405,24,124318854,119846417,37.03963709,29.08110188
5406,23,118554846,116250294,37.03732185,29.007425
5407,25,128452174,127994527,35.97501163,29.13589662
5408,27,148248428,149092964,33.47908349,28.79509157
5409,28,171557722,172833936,30.49099831,28.20478508
5410,30,192546869,193002343,28.75258051,28.14230338
5411,31,208055373,206211319,29.88060972,29.43556254
5412,33,219031313,213601504,34.44395596,32.53147524
5413,36,229351743,219714521,41.51860525,37.24645254
5414,40,242737416,229111658,49.06018293,42.8130667
5415,46,260337526,243519940,54.93136421,48.22539603
5416,52,280466114,261354470,57.9128444,52.64015046
5417,58,299970053,279225210,58.08352017,55.57807992
5418,63,316062267,294046656,56.53492236,56.95556773
5419,65,327739006,304602667,54.8109801,57.12169284
5420,65,336069180,311819472,54.35286122,56.85397116
5421,64,343011958,317558892,55.97634601,57.07900744
5422,63,349555170,322823534,59.50029623,58.35034886
5423,63,355032321,327133037,63.86040226,60.54857545
5424,65,358674736,329967254,67.8257998,63.19014591
5425,68,361729636,332649867,70.85287018,66.06946376
5426,72,367038655,337837152,73.36076716,69.49516138
5427,79,375616075,346316215,76.15730436,73.76284054
5428,85,383789791,354464663,79.45252297,78.34722024
5429,89,384360525,355452743,82.26020524,81.66039068
5430,89,370908230,343235698,82.77671873,81.75801599
5431,83,341636129,316038344,79.63446111,77.57385084
5432,73,300853332,277764302,73.13033282,69.79970291
5433,62,258577661,237815468,65.34355209,60.73073314
5434,52,228366974,209193824,58.91595517,53.13903978
5435,47,222563226,203926961,55.48549945,48.96352084
5436,47,245961519,226871950,55.03914056,48.66736855
5437,51,291969870,271951982,56.48072451,51.47045399
5438,59,345066665,324450150,58.62248293,55.99622624
5439,67,388670516,368408974,60.70810795,60.79585731
5440,73,412931873,393965306,62.28616921,64.59884612
5441,76,417461841,400077172,62.86271047,66.45136746
5442,76,408773044,392448707,61.814982,65.89276102
5443,74,395606273,379388657,58.73507762,63.14010024
5444,70,384647493,367704096,53.97477888,59.11247502
5445,67,377517568,359524499,48.88163638,55.1356437
5446,64,370168853,351435236,45.32506967,52.36111393
5447,63,355879767,337230158,44.69144219,51.21091264
5448,60,330445816,312870316,47.08601203,51.24234903
5449,57,295417097,279590745,51.36426706,51.53648207
5450,51,256540494,242497196,55.8843529,51.28226707
5451,46,219242211,206468013,59.32090671,50.11776987
5452,40,185748487,173630155,61.04805211,48.11743809
5453,34,156146938,144398711,61.1239998,45.65375924
5454,30,131206368,119956147,60.11359238,43.29855868
5455,28,113237304,102809416,58.80539232,41.65153402
5456,28,104022022,94710697,57.81342093,41.00495399
5457,29,102383126,94422889,57.28027323,41.10187875
5458,29,104331000,97981802,56.97913237,41.34622404
5459,30,105770265,101286020,56.7459378,41.36742054
5460,30,105027050,102428646,56.78192743,41.37174356
5461,30,103063420,101904964,57.50972449,41.91015181
5462,31,102033918,101416651,59.17213015,43.34572635
5463,34,104179253,103053847,61.56496127,45.55847258
5464,36,111732752,109278958,64.01375709,48.01879145
5465,39,126712020,122555218,65.46092208,49.95221874
5466,41,149332010,143540239,64.67559199,50.44005587
5467,41,175476450,168450663,60.74716531,48.61550339
5468,38,195852381,188209834,53.73676363,44.06655619
5469,33,199596934,192023241,44.96815479,37.23645015
5470,25,181520611,174521723,36.58366593,29.49927043
5471,17,147670847,141245181,30.61511232,22.80431688
5472,11,114047360,107395015,28.22092331,19.05245064
5473,11,98821733,90243646,29.51032854,19.46978567
5474,16,113397556,100571328,33.82857015,24.18930057
5475,27,157460280,138239273,40.09260353,32.15972084
5476,40,219687454,193240193,46.96491931,41.44119897
5477,51,282885704,250500901,53.0095306,49.84839844
5478,60,330907169,295738515,57.01685958,55.70311503
5479,64,354285654,320011993,58.38790782,58.32133918
5480,64,352367845,321611883,57.26867876,57.9934848
5481,62,331574855,305092457,54.2947995,55.53898558
5482,58,301199623,278207489,50.13537993,51.75719464
5483,53,269131284,248336898,45.1948624,47.12927266
5484,48,239718801,220276554,39.71962276,41.94988269
5485,43,214340782,196194500,34.20594515,36.72080705
5486,38,193260425,176851984,29.67728414,32.37356396
5487,35,177006317,162722462,27.47254079,30.03967731
5488,35,166740699,154507552,28.64917047,30.5328799
5489,37,163832558,153056690,33.43793162,33.92770467
5490,41,168697667,158532029,41.07559495,39.45199123
5491,46,179417350,169179992,50.05622364,45.71081078
5492,49,191706817,181180793,58.68708032,51.2120429
5493,50,201330612,190710122,65.74503739,55.04993932
5494,49,207553733,197056275,70.91186356,57.36749139
5495,49,214380336,203852453,74.69470142,59.20261915
5496,51,227601190,216496223,77.84516811,61.72318069
5497,56,249218634,237027409,80.66999038,65.3517933
5498,63,273651597,260476310,82.7235227,69.39342136
5499,69,289564065,276386483,83.07932833,72.39360127
5500,72,286918276,275328784,80.95789665,72.93049856
5501,71,264228484,255747826,76.29318322,70.33442954
5502,66,230427528,225790895,69.91418401,65.00303096
5503,59,199867209,198640644,63.22157834,58.23099031
5504,51,183870851,184583088,57.49260006,51.63168996
5505,44,184260938,184957291,53.24546334,46.41592666
5506,40,192870755,191765215,50.15623641,42.95814502
5507,38,197420418,193292972,47.58654205,40.91869616
5508,38,189994641,182198345,45.22269331,39.73987636
5509,38,172319148,160584028,43.30089928,39.0884147
5510,39,154253196,138646362,42.37113918,39.00050546
5511,40,147076506,128289100,42.88983098,39.75166092
5512,42,156728165,136378467,44.87162197,41.5483145
5513,45,181152854,161496861,47.71141378,44.17794666
5514,48,212117423,194941955,50.28063168,46.8542283
5515,50,239218023,224571693,51.30453747,48.42911426
5516,50,253743527,239629200,49.8271775,47.85768864
5517,48,251130139,234679510,45.53434378,44.61927507
5518,43,231670475,211083235,38.87747112,38.9237099
5519,35,199985173,175790604,31.06510066,31.74120925
5520,28,164205266,138894120,23.92372996,24.70834879
5521,22,134962890,111330123,19.51810366,19.82505373
5522,20,122886099,102404428,19.46663475,18.82873075
5523,22,133804655,116208990,24.14460801,22.36528422
5524,29,163990535,148180436,32.25353832,29.42728449
5525,37,200181242,185497526,41.21429963,37.61333861
5526,44,226734777,213502717,48.35958596,44.30330765
5527,48,235721388,224732998,52.25894894,48.07398212
5528,50,231539616,223114744,53.27085974,49.30264238
5529,51,225459412,219017739,52.90362509,49.45060294
5530,51,224813504,219322170,52.50567434,49.65235858
5531,52,226979521,221806409,52.39222045,49.87929948
5532,51,223722595,219069216,52.07833486,49.35640987
5533,49,211364942,207833369,51.16296,47.64608586
5534,45,196864582,194477955,49.8201156,45.23934156
5535,42,194052353,191563884,48.47607116,43.16387127
5536,41,213111851,208264170,47.24943435,42.13221643
5537,42,251760773,242407373,45.85798939,42.01417808
5538,44,295015898,280307551,43.97580798,41.94270329
5539,44,324095833,304883202,41.54487292,40.88216115
5540,41,328489764,306733679,38.81017091,38.31946638
5541,36,312746725,290466707,36.24343168,34.70453033
5542,31,292972779,271479077,34.46146474,31.32126828
5543,28,285184450,264968212,34.00071047,29.55755068
5544,27,293602040,274735716,34.90394825,29.98178356
5545,30,307449954,290079156,36.41601791,31.8643749
5546,33,308999168,293571810,37.14684298,33.5318861
5547,34,287039122,274183546,35.70219814,33.35066416
5548,33,245494928,235717973,31.41855427,30.68443533
5549,30,200933218,194372826,24.78076998,26.21337628
5550,27,171765470,168092385,17.24975316,21.44781865
5551,26,167647735,166083248,10.50981052,17.78800845
5552,27,185763685,185219321,5.610772164,15.80388311
5553,29,214820011,214212446,2.745129198,15.29022505
5554,31,242882306,241517460,1.879442587,15.99856308
5555,34,263632169,261348260,3.493584592,18.24797581
5556,39,277180573,274080514,8.468842748,22.68223264
5557,44,285620856,281683764,17.096873,29.3301863
5558,49,287697854,282759909,28.17569301,36.89250519
5559,51,277762172,271923342,39.12107332,43.01916356
5560,48,250427926,244334514,47.13112691,45.5031723
5561,41,207170133,201637199,50.62598641,43.60410297
5562,31,159121126,154256037,50.03270635,38.62603723
5563,22,123280173,117845196,47.47391443,33.37221268
5564,19,114449662,106018359,45.634074,30.80432115
5565,22,137995370,123809894,46.49437194,32.66940233
5566,30,187248106,165298962,50.52721278,38.78058852
5567,42,246159467,216081425,56.60562701,47.22622121
5568,53,295606301,259120279,62.63376513,55.35101249
5569,61,320976281,281603829,66.65562109,61.02247326
5570,65,318110944,280065127,67.83910499,63.50788622
5571,66,294401147,261108009,66.64682676,63.44027535
5572,66,263623146,236755354,64.08486886,61.9464499
5573,64,237268570,216842974,60.73113194,59.64784359
5574,62,218388752,203579893,56.39916352,56.31274269
5575,57,202495801,192275015,50.64014846,51.35626797
5576,50,184283985,177374379,43.56648414,44.71407629
5577,42,163993054,158477404,36.30838793,37.38383779
5578,34,147852621,141178020,30.72303816,31.18706187
5579,30,142565728,132296324,28.46493305,27.83498798
5580,28,148913796,133843871,29.99462169,27.90023483
5581,29,159861125,140712302,34.25278798,30.43335765
5582,31,164486978,143669207,39.28009259,33.51474785
5583,30,154714441,135265598,43.2945646,35.32675966
5584,28,130430245,114751938,45.41866394,35.02303465
5585,23,100285575,89332310,45.734051,32.99844431
5586,19,78124468,71336860,45.01090712,30.64780905
5587,18,76830988,72648586,44.47487954,29.80807745
5588,21,102193554,98739543,45.46836222,31.94154252
5589,29,149505499,145104812,48.74612066,37.24445962
5590,39,204838856,198288375,53.71701067,44.22696517
5591,47,250935443,241635758,58.40269027,50.28551964
5592,51,275058597,263077995,60.48944751,53.11294699
5593,50,274460688,260455003,58.90414516,52.03963828
5594,46,256033109,240956194,54.74471112,48.33467232
5595,42,230597787,215329995,50.71380638,44.24922956
5596,38,206500489,191620270,49.31804046,41.55724859
5597,34,187334076,173106616,51.17947729,40.70708403
5598,31,174076681,160537829,54.80632331,41.09547338
5599,30,167746766,154756829,57.90605006,41.97112168
5600,31,169517068,156788446,58.99348197,43.04704895
5601,35,179119370,166286800,57.99703141,44.38829667
5602,40,194052317,180808652,55.70669297,45.91754103
5603,46,210499971,196748531,52.90475735,47.15311259
5604,49,225106532,211035981,49.96384076,47.43923715
5605,50,236476488,222463174,46.98250245,46.42620905
5606,49,245488673,231809787,44.06284504,44.36935957
5607,46,253991389,240485012,41.42359748,42.01357473
5608,45,262784302,248716665,39.34422341,40.18542876
5609,44,270773346,255132982,38.0984883,39.43044339
5610,46,276001499,258176852,37.97365328,39.93063962
5611,48,277040381,257477195,39.26567407,41.61170679
5612,50,272997143,253298801,42.04710981,44.16341695
5613,52,262576562,244856365,45.78084687,46.91626152
5614,53,244283082,230179405,49.24845346,48.87734094
5615,52,218609240,208640959,51.11767503,49.16793908
5616,49,190227254,183825272,50.74220717,47.57839921
5617,45,167197131,163193907,48.38973448,44.64854152
5618,41,156659038,153799973,44.68607333,41.11318382
5619,38,160071223,157307179,39.96555286,37.27220807
5620,35,171817394,168413664,34.27433735,32.95129936
5621,31,182157003,177728371,27.9357518,28.05325998
5622,26,182377334,176843587,21.94045168,23.07048453
5623,22,169324479,162696417,17.70881913,19.05446223
5624,19,147309485,139335293,16.50198348,17.15493669
5625,19,126351829,116272284,19.01107181,18.17395884
5626,21,117413866,104092042,25.27890337,22.3803025
5627,27,127302777,109715159,34.72767998,29.50761066
5628,35,155909385,133695345,46.12852642,38.77822223
5629,45,196316735,170073335,57.64011249,48.91770212
5630,55,237084892,208288031,67.1355817,58.27061904
5631,64,266491895,237083495,72.83322958,65.16099211
5632,70,277841387,249617618,73.97342871,68.47777273
5633,72,272748773,246791541,71.17179979,68.18878361
5634,71,259562019,235973610,66.18497858,65.37562958
5635,68,248055447,226077464,61.09584618,61.63367255
5636,65,244512854,222905996,57.27832562,58.15302011
5637,61,249710911,227258527,54.76099112,55.10351344
5638,56,259269450,235335594,52.46476727,51.77781517
5639,50,265667424,240648495,49.15612246,47.37328132
5640,43,262435595,237783393,44.36018796,41.80657258
5641,37,249458901,227070728,38.60292409,36.00243456
5642,33,234977555,216201925,33.06172476,31.55391284
5643,33,230620033,215484841,29.11177129,30.016197
5644,39,242289828,229415284,27.97738491,32.17682015
5645,48,265058795,252211130,30.35639598,37.63318442
5646,58,287157249,272031352,36.04613185,44.94932847
5647,66,299362884,280196916,43.90395405,52.37057228
5648,71,301346575,277193874,52.30716238,58.63195108
5649,73,300344019,271035412,59.77315602,63.26644955
5650,74,304622206,270579855,65.25452538,66.25881881
5651,74,317554843,279616937,68.0706649,67.5222264
5652,72,336304625,295577896,67.88856821,66.8225968
5653,70,355006014,312664435,64.99183736,64.22719057
5654,66,369063386,326121131,60.51150818,60.50070592
5655,63,376836380,334067431,56.1530936,56.89274574
5656,61,377942237,336016807,53.46744664,54.43953733
5657,59,371046604,330693299,53.17457044,53.40930128
5658,57,354381762,316339145,54.90597739,53.30146278
5659,54,328650008,293451046,57.36255674,53.26224591
5660,51,298704411,266578585,58.83972661,52.57337803
5661,49,271623067,242644618,58.12345286,51.03866179
5662,48,252902042,227144054,55.41522359,49.19118238
5663,48,244235962,221638564,52.50199807,48.14469632
5664,51,244063220,224114145,51.68345287,48.96318853
5665,54,249306200,230948398,54.04879816,51.8152578
5666,58,256687491,238648547,58.46250739,55.54713678
5667,60,263534814,244762286,62.13869864,58.14909639
5668,59,268544207,248281175,62.38962037,57.93044427
5669,56,272324004,249790833,58.27789403,54.623143
5670,53,277162228,251327896,51.1143277,49.62149834
5671,51,285924448,255825597,43.60971155,45.15616443
5672,52,300557251,266037155,38.30644228,42.95764167
5673,54,320715468,282946180,36.27416071,43.32308593
5674,58,342870100,304153574,36.81832512,45.17483587
5675,60,360516855,323466007,38.2605172,46.9548279
5676,61,366451344,333066239,39.17295449,47.66092142
5677,60,357122859,328176947,39.26259616,47.38507645
5678,59,336595916,311448063,39.44454324,47.16494925
5679,60,316301418,293128795,41.16960627,48.35648076
